"goal_text","label"
"Planning to cut fat safely","loss"
"I want to gain healthy weight","gain"
"Looking to add size for gym training","gain"
"Trying to drop belly fat naturally","loss"
"I want to keep my fitness stable without weight change","maintain"
"Planning to cut overall body fat","loss"
"Want to bulk up and gain healthy weight for strength","gain"
"Trying to stay in fitness long term","maintain"
"My goal is fat loss and weight naturally","loss"
"Looking to decrease unwanted fat naturally","loss"
"I want to keep my fitness stable","maintain"
"I am aiming to increase weight for gym training","gain"
"My goal is to remain health consistently","maintain"
"I want to keep my body condition stable as it is","maintain"
"Trying to drop excess weight naturally","loss"
"My goal is fat loss and unwanted fat naturally","loss"
"I want to gain body mass","gain"
"I want to continue being overall wellness","maintain"
"I want to slim down by reducing unwanted fat in a healthy way","loss"
"I want to grow my body mass","gain"
"Looking to add muscle mass for strength","gain"
"Want to bulk up and gain size for gym training","gain"
"I am aiming to lose body fat over time","loss"
"Trying to build weight in a healthy way","gain"
"My goal is fat loss and extra kilos in a healthy way","loss"
"Looking to decrease body fat naturally","loss"
"Need to burn overall body fat","loss"
"I want to continue being body condition","maintain"
"I want to maintain my physique as it is","maintain"
"Trying to stay in shape consistently","maintain"
"I want to maintain my shape without weight change","maintain"
"Want to bulk up and gain muscle in a healthy way","gain"
"I am aiming to lose belly fat","loss"
"My aim is to preserve my current body consistently","maintain"
"I am aiming to lose weight","loss"
"I want to keep my physique stable long term","maintain"
"I want to gain muscle mass in a healthy way","gain"
"Trying to build lean muscle","gain"
"My goal is muscle gain and lean muscle in a healthy way","gain"
"Looking to decrease excess weight safely","loss"
"Planning to cut unwanted fat naturally","loss"
"Want to bulk up and gain muscle naturally","gain"
"I want to continue being physique consistently","maintain"
"I want to get lean by losing belly fat over time","loss"
"Focus is overall present fitness level","maintain"
"I want to continue being fitness","maintain"
"I am aiming to increase healthy weight in a healthy way","gain"
"Looking to decrease overall body fat naturally","loss"
"I am aiming to increase healthy weight for strength","gain"
"I want to gain size for strength","gain"
"My aim is to preserve my current body without weight change","maintain"
"My goal is to remain body condition as it is","maintain"
"Looking to decrease calories naturally","loss"
"I want to get lean by losing weight over time","loss"
"Want to bulk up and gain muscle","gain"
"I want to continue being current body long term","maintain"
"Trying to put on body mass for gym training","gain"
"Planning to cut fat naturally","loss"
"I am aiming to increase strength naturally","gain"
"I want to maintain my health consistently","maintain"
"Need to increase overall mass","gain"
"I want to grow my strength naturally","gain"
"I want to lose belly fat","loss"
"Planning to cut calories naturally","loss"
"I want to get lean by losing body fat naturally","loss"
"Trying to put on muscle mass in a healthy way","gain"
"I want to maintain my shape as it is","maintain"
"Focus is overall body condition without weight change","maintain"
"My goal is muscle gain and weight","gain"
"My goal is fat loss and unwanted fat safely","loss"
"Focus is overall body condition as it is","maintain"
"I want to maintain my shape long term","maintain"
"My goal is muscle gain and weight for strength","gain"
"Trying to build size for strength","gain"
"My goal is fat loss and excess weight safely","loss"
"Trying to reduce unwanted fat naturally","loss"
"I want to keep my present fitness level stable long term","maintain"
"Want to bulk up and gain weight for strength","gain"
"I want to grow my weight for gym training","gain"
"Trying to stay in overall wellness as it is","maintain"
"My aim is to preserve my body condition as it is","maintain"
"Looking to add strength naturally","gain"
"I am aiming to increase muscle","gain"
"Trying to put on overall mass for strength","gain"
"Just trying to stay health without weight change","maintain"
"Looking to add healthy weight naturally","gain"
"Just trying to stay health without weight change","maintain"
"I want to keep my shape stable long term","maintain"
"Focus is overall present fitness level consistently","maintain"
"My goal is to remain body condition","maintain"
"Looking to add body mass for strength","gain"
"Trying to drop fat over time","loss"
"I want to get lean by losing belly fat in a healthy way","loss"
"My aim is to preserve my overall wellness consistently","maintain"
"I want to maintain my body condition as it is","maintain"
"Trying to stay in health as it is","maintain"
"I am aiming to lose calories naturally","loss"
"I want to lose weight safely","loss"
"My goal is fat loss and body fat safely","loss"
"My goal is fat loss and overall body fat in a healthy way","loss"
"I want to gain strength for strength","gain"
"Looking to add overall mass in a healthy way","gain"
"I want to get lean by losing weight over time","loss"
"My goal is to remain current body consistently","maintain"
"Trying to stay in current body as it is","maintain"
"Need to increase muscle mass in a healthy way","gain"
"Need to burn body fat","loss"
"Just trying to stay physique consistently","maintain"
"I want to keep my fitness stable as it is","maintain"
"Trying to reduce belly fat naturally","loss"
"Want to bulk up and gain strength in a healthy way","gain"
"Trying to build weight naturally","gain"
"I want to keep my physique stable without weight change","maintain"
"My goal is fat loss and extra kilos safely","loss"
"Need to burn unwanted fat over time","loss"
"My goal is muscle gain and overall mass naturally","gain"
"My goal is muscle gain and size for strength","gain"
"No weight change, just physique without weight change","maintain"
"My goal is muscle gain and overall mass in a healthy way","gain"
"I want to lose extra kilos safely","loss"
"Trying to stay in shape as it is","maintain"
"I want to get lean by losing fat","loss"
"I want to maintain my health long term","maintain"
"My goal is to remain physique","maintain"
"Want to bulk up and gain muscle in a healthy way","gain"
"I am aiming to lose unwanted fat","loss"
"Just trying to stay health without weight change","maintain"
"Need to burn body fat safely","loss"
"I want to slim down by reducing waist fat in a healthy way","loss"
"Looking to add muscle for strength","gain"
"My goal is fat loss and body fat","loss"
"My aim is to preserve my shape as it is","maintain"
"My aim is to preserve my health long term","maintain"
"I want to continue being physique as it is","maintain"
"I want to maintain my health","maintain"
"My goal is fat loss and waist fat in a healthy way","loss"
"Want to bulk up and gain muscle mass for strength","gain"
"Trying to drop overall body fat naturally","loss"
"Just trying to stay overall wellness long term","maintain"
"Trying to put on strength for strength","gain"
"Trying to stay in overall wellness long term","maintain"
"I want to maintain my current body consistently","maintain"
"I want to slim down by reducing extra kilos naturally","loss"
"No weight change, just fitness long term","maintain"
"Looking to decrease excess weight over time","loss"
"Need to burn waist fat over time","loss"
"My goal is to remain health consistently","maintain"
"My goal is fat loss and unwanted fat naturally","loss"
"I want to slim down by reducing overall body fat safely","loss"
"Need to burn extra kilos in a healthy way","loss"
"No weight change, just current body long term","maintain"
"Want to bulk up and gain healthy weight in a healthy way","gain"
"Focus is overall body condition without weight change","maintain"
"I want to slim down by reducing fat safely","loss"
"Need to burn fat safely","loss"
"My aim is to preserve my fitness as it is","maintain"
"Trying to build size in a healthy way","gain"
"My aim is to preserve my health long term","maintain"
"Trying to stay in shape long term","maintain"
"I want to gain body mass","gain"
"Trying to build size naturally","gain"
"Trying to reduce body fat naturally","loss"
"No weight change, just weight long term","maintain"
"Looking to decrease fat safely","loss"
"I want to grow my strength for gym training","gain"
"Looking to add overall mass","gain"
"Looking to decrease unwanted fat naturally","loss"
"I want to get lean by losing belly fat safely","loss"
"I want to gain weight in a healthy way","gain"
"Just trying to stay current body consistently","maintain"
"Trying to drop body fat naturally","loss"
"Just trying to stay health without weight change","maintain"
"I want to maintain my weight consistently","maintain"
"Just trying to stay present fitness level long term","maintain"
"My goal is fat loss and belly fat safely","loss"
"Planning to cut fat in a healthy way","loss"
"My aim is to preserve my physique long term","maintain"
"I want to lose weight over time","loss"
"I want to lose unwanted fat naturally","loss"
"I am aiming to increase body mass for strength","gain"
"Planning to cut unwanted fat in a healthy way","loss"
"Trying to drop waist fat","loss"
"Trying to drop excess weight","loss"
"Trying to build muscle mass","gain"
"My goal is muscle gain and strength in a healthy way","gain"
"Need to burn belly fat in a healthy way","loss"
"I want to continue being overall wellness long term","maintain"
"Trying to reduce excess weight in a healthy way","loss"
"Focus is overall health consistently","maintain"
"I want to gain overall mass naturally","gain"
"My aim is to preserve my weight without weight change","maintain"
"My goal is fat loss and weight","loss"
"I want to grow my strength","gain"
"Need to burn weight over time","loss"
"I want to get lean by losing weight naturally","loss"
"My goal is muscle gain and overall mass in a healthy way","gain"
"Trying to build lean muscle","gain"
"Looking to add size in a healthy way","gain"
"Planning to cut waist fat over time","loss"
"I want to slim down by reducing weight in a healthy way","loss"
"I want to maintain my health as it is","maintain"
"Trying to put on body mass for strength","gain"
"I want to gain muscle mass for gym training","gain"
"No weight change, just physique consistently","maintain"
"Trying to build size in a healthy way","gain"
"Just trying to stay physique as it is","maintain"
"I want to lose fat naturally","loss"
"My aim is to preserve my weight long term","maintain"
"I want to continue being health without weight change","maintain"
"My goal is fat loss and belly fat over time","loss"
"Focus is overall fitness","maintain"
"Trying to stay in shape consistently","maintain"
"Looking to decrease body fat naturally","loss"
"I want to continue being shape long term","maintain"
"I want to lose calories","loss"
"I want to keep my current body stable consistently","maintain"
"Trying to build strength for gym training","gain"
"My goal is fat loss and waist fat safely","loss"
"Trying to stay in overall wellness consistently","maintain"
"Trying to put on weight for strength","gain"
"Focus is overall body condition as it is","maintain"
"I want to keep my fitness stable as it is","maintain"
"My goal is muscle gain and body mass in a healthy way","gain"
"My aim is to preserve my present fitness level as it is","maintain"
"Trying to stay in overall wellness consistently","maintain"
"Want to bulk up and gain muscle in a healthy way","gain"
"I am aiming to lose extra kilos naturally","loss"
"Need to burn fat over time","loss"
"I want to get lean by losing extra kilos over time","loss"
"No weight change, just current body without weight change","maintain"
"I want to continue being overall wellness long term","maintain"
"Trying to reduce excess weight","loss"
"I want to get lean by losing overall body fat naturally","loss"
"I want to gain overall mass naturally","gain"
"I want to continue being present fitness level as it is","maintain"
"My goal is fat loss and waist fat in a healthy way","loss"
"Just trying to stay physique long term","maintain"
"No weight change, just weight","maintain"
"I want to maintain my overall wellness consistently","maintain"
"Trying to build strength naturally","gain"
"I want to continue being health","maintain"
"My aim is to preserve my fitness without weight change","maintain"
"I want to continue being fitness consistently","maintain"
"Focus is overall shape consistently","maintain"
"My aim is to preserve my physique as it is","maintain"
"I am aiming to increase strength for gym training","gain"
"Focus is overall shape long term","maintain"
"I want to keep my current body stable as it is","maintain"
"Just trying to stay weight consistently","maintain"
"I want to gain strength for strength","gain"
"My goal is to remain shape","maintain"
"Want to bulk up and gain weight for strength","gain"
"Trying to build weight for gym training","gain"
"Need to burn extra kilos naturally","loss"
"Need to increase overall mass","gain"
"I want to lose extra kilos over time","loss"
"Want to bulk up and gain muscle in a healthy way","gain"
"Trying to drop fat","loss"
"Focus is overall weight","maintain"
"Trying to drop extra kilos naturally","loss"
"I want to lose body fat safely","loss"
"Planning to cut body fat over time","loss"
"No weight change, just fitness without weight change","maintain"
"My aim is to preserve my weight long term","maintain"
"I want to get lean by losing overall body fat in a healthy way","loss"
"I want to grow my muscle mass for strength","gain"
"Trying to reduce excess weight naturally","loss"
"Just trying to stay overall wellness as it is","maintain"
"I want to lose overall body fat safely","loss"
"I want to maintain my current body","maintain"
"I want to slim down by reducing calories naturally","loss"
"I am aiming to increase weight in a healthy way","gain"
"I want to get lean by losing unwanted fat in a healthy way","loss"
"My aim is to preserve my weight consistently","maintain"
"My goal is fat loss and overall body fat naturally","loss"
"My goal is fat loss and unwanted fat safely","loss"
"I want to gain overall mass in a healthy way","gain"
"I want to maintain my body condition without weight change","maintain"
"Trying to put on muscle mass","gain"
"I want to maintain my weight consistently","maintain"
"Looking to decrease waist fat naturally","loss"
"I want to slim down by reducing extra kilos safely","loss"
"I want to get lean by losing belly fat over time","loss"
"I want to lose excess weight over time","loss"
"Need to burn fat","loss"
"I am aiming to lose unwanted fat safely","loss"
"Looking to add body mass for strength","gain"
"Trying to stay in weight consistently","maintain"
"I want to lose waist fat in a healthy way","loss"
"My goal is muscle gain and weight for gym training","gain"
"Planning to cut extra kilos in a healthy way","loss"
"Focus is overall weight","maintain"
"Need to burn overall body fat over time","loss"
"Need to burn unwanted fat","loss"
"My goal is fat loss and unwanted fat in a healthy way","loss"
"Looking to add size naturally","gain"
"I am aiming to increase muscle mass for strength","gain"
"My goal is muscle gain and healthy weight for strength","gain"
"Focus is overall fitness long term","maintain"
"Trying to put on muscle mass for strength","gain"
"I want to continue being physique consistently","maintain"
"Looking to add lean muscle for strength","gain"
"Trying to stay in current body as it is","maintain"
"Want to bulk up and gain muscle in a healthy way","gain"
"I want to lose waist fat in a healthy way","loss"
"I want to lose overall body fat safely","loss"
"I am aiming to increase healthy weight","gain"
"I want to gain lean muscle in a healthy way","gain"
"Trying to drop fat in a healthy way","loss"
"I want to gain lean muscle for gym training","gain"
"I want to continue being overall wellness consistently","maintain"
"Trying to reduce unwanted fat naturally","loss"
"My goal is to remain fitness","maintain"
"I want to gain lean muscle for strength","gain"
"Just trying to stay overall wellness long term","maintain"
"My goal is muscle gain and lean muscle in a healthy way","gain"
"I want to get lean by losing belly fat over time","loss"
"Need to burn extra kilos over time","loss"
"I want to maintain my shape without weight change","maintain"
"Just trying to stay overall wellness","maintain"
"I want to grow my lean muscle for strength","gain"
"Trying to stay in shape","maintain"
"I want to gain muscle for strength","gain"
"Looking to add strength","gain"
"Focus is overall shape without weight change","maintain"
"My goal is muscle gain and overall mass in a healthy way","gain"
"I want to keep my shape stable","maintain"
"Planning to cut unwanted fat","loss"
"My goal is to remain body condition long term","maintain"
"Need to burn belly fat over time","loss"
"Want to bulk up and gain muscle","gain"
"Need to burn excess weight safely","loss"
"Need to increase muscle for strength","gain"
"Just trying to stay shape without weight change","maintain"
"Trying to stay in fitness as it is","maintain"
"I want to get lean by losing extra kilos safely","loss"
"Trying to reduce calories over time","loss"
"Need to burn overall body fat in a healthy way","loss"
"I want to slim down by reducing overall body fat","loss"
"Trying to put on strength for gym training","gain"
"I am aiming to increase muscle","gain"
"No weight change, just present fitness level without weight change","maintain"
"I want to keep my current body stable without weight change","maintain"
"Looking to decrease fat","loss"
"I want to continue being fitness long term","maintain"
"Trying to put on muscle mass for strength","gain"
"My goal is to remain present fitness level consistently","maintain"
"I want to lose calories naturally","loss"
"Trying to reduce belly fat naturally","loss"
"I want to continue being physique long term","maintain"
"Looking to add body mass naturally","gain"
"No weight change, just overall wellness consistently","maintain"
"Trying to put on strength for gym training","gain"
"My aim is to preserve my health long term","maintain"
"Need to increase strength","gain"
"I want to maintain my body condition long term","maintain"
"I want to slim down by reducing fat naturally","loss"
"My goal is to remain weight without weight change","maintain"
"My goal is muscle gain and overall mass in a healthy way","gain"
"I want to gain weight naturally","gain"
"I want to continue being shape without weight change","maintain"
"No weight change, just shape without weight change","maintain"
"My aim is to preserve my health consistently","maintain"
"Planning to cut waist fat over time","loss"
"I want to slim down by reducing weight","loss"
"I want to gain body mass for gym training","gain"
"I want to continue being overall wellness consistently","maintain"
"I want to slim down by reducing unwanted fat in a healthy way","loss"
"Planning to cut excess weight over time","loss"
"I want to maintain my body condition","maintain"
"Planning to cut belly fat naturally","loss"
"I want to gain lean muscle for strength","gain"
"Focus is overall present fitness level consistently","maintain"
"Looking to add strength","gain"
"My goal is to remain overall wellness without weight change","maintain"
"I want to continue being fitness consistently","maintain"
"I want to continue being fitness as it is","maintain"
"My goal is to remain weight long term","maintain"
"No weight change, just present fitness level long term","maintain"
"Need to increase lean muscle naturally","gain"
"I want to keep my shape stable","maintain"
"My goal is muscle gain and weight","gain"
"Looking to decrease weight","loss"
"I want to slim down by reducing calories in a healthy way","loss"
"I want to grow my strength in a healthy way","gain"
"My goal is fat loss and fat over time","loss"
"Trying to drop fat","loss"
"My goal is to remain current body","maintain"
"My goal is muscle gain and body mass for gym training","gain"
"Focus is overall health long term","maintain"
"I want to slim down by reducing fat over time","loss"
"I want to keep my health stable","maintain"
"My goal is muscle gain and body mass in a healthy way","gain"
"I want to grow my weight for strength","gain"
"Just trying to stay shape as it is","maintain"
"Focus is overall fitness without weight change","maintain"
"Trying to stay in current body without weight change","maintain"
"I want to maintain my physique without weight change","maintain"
"I want to maintain my physique without weight change","maintain"
"I want to keep my health stable without weight change","maintain"
"No weight change, just shape long term","maintain"
"My goal is fat loss and waist fat in a healthy way","loss"
"I want to gain lean muscle","gain"
"I want to lose waist fat safely","loss"
"I want to gain body mass for strength","gain"
"My goal is muscle gain and overall mass for strength","gain"
"I want to keep my weight stable consistently","maintain"
"Planning to cut excess weight","loss"
"No weight change, just body condition without weight change","maintain"
"Trying to build overall mass for gym training","gain"
"Looking to decrease extra kilos","loss"
"I want to grow my weight in a healthy way","gain"
"I want to get lean by losing calories","loss"
"My aim is to preserve my shape","maintain"
"I want to grow my body mass in a healthy way","gain"
"Need to increase overall mass","gain"
"I want to keep my present fitness level stable long term","maintain"
"Trying to stay in shape consistently","maintain"
"Want to bulk up and gain healthy weight naturally","gain"
"Looking to add overall mass in a healthy way","gain"
"My aim is to preserve my present fitness level consistently","maintain"
"I want to continue being weight long term","maintain"
"I want to continue being weight","maintain"
"Trying to drop unwanted fat over time","loss"
"My goal is to remain shape","maintain"
"Just trying to stay shape as it is","maintain"
"Planning to cut overall body fat safely","loss"
"I want to continue being current body consistently","maintain"
"Trying to build weight naturally","gain"
"Just trying to stay weight without weight change","maintain"
"I want to continue being present fitness level long term","maintain"
"I want to continue being fitness as it is","maintain"
"Want to bulk up and gain muscle naturally","gain"
"I want to slim down by reducing excess weight safely","loss"
"My aim is to preserve my health as it is","maintain"
"I want to continue being overall wellness without weight change","maintain"
"Trying to drop body fat in a healthy way","loss"
"Trying to reduce weight safely","loss"
"Just trying to stay physique as it is","maintain"
"No weight change, just health","maintain"
"I want to keep my present fitness level stable as it is","maintain"
"Looking to decrease body fat","loss"
"Want to bulk up and gain overall mass naturally","gain"
"Planning to cut overall body fat in a healthy way","loss"
"Looking to add size in a healthy way","gain"
"Need to increase muscle for strength","gain"
"Trying to build weight in a healthy way","gain"
"Want to bulk up and gain healthy weight in a healthy way","gain"
"My goal is fat loss and weight in a healthy way","loss"
"I want to get lean by losing overall body fat","loss"
"Want to bulk up and gain lean muscle in a healthy way","gain"
"Trying to reduce weight safely","loss"
"I want to grow my muscle for gym training","gain"
"I want to lose overall body fat","loss"
"I want to slim down by reducing body fat in a healthy way","loss"
"My goal is muscle gain and weight naturally","gain"
"I am aiming to increase overall mass in a healthy way","gain"
"My goal is fat loss and weight","loss"
"I want to slim down by reducing belly fat in a healthy way","loss"
"Looking to add body mass","gain"
"I want to keep my current body stable without weight change","maintain"
"Need to increase muscle mass for gym training","gain"
"I want to keep my physique stable","maintain"
"Need to increase weight for strength","gain"
"My goal is to remain body condition long term","maintain"
"Trying to put on size for gym training","gain"
"My goal is fat loss and unwanted fat over time","loss"
"I want to continue being physique long term","maintain"
"I want to slim down by reducing body fat safely","loss"
"Need to increase lean muscle","gain"
"My goal is muscle gain and size in a healthy way","gain"
"Trying to build muscle mass","gain"
"No weight change, just current body as it is","maintain"
"No weight change, just body condition as it is","maintain"
"I want to slim down by reducing waist fat safely","loss"
"Trying to reduce waist fat","loss"
"Trying to stay in present fitness level as it is","maintain"
"My aim is to preserve my health as it is","maintain"
"Need to increase strength in a healthy way","gain"
"I want to lose fat naturally","loss"
"Trying to put on muscle mass","gain"
"Focus is overall current body without weight change","maintain"
"No weight change, just current body without weight change","maintain"
"Need to burn belly fat in a healthy way","loss"
"Looking to add healthy weight for strength","gain"
"No weight change, just present fitness level as it is","maintain"
"Want to bulk up and gain lean muscle for gym training","gain"
"My goal is fat loss and calories over time","loss"
"I want to slim down by reducing calories","loss"
"I want to gain size","gain"
"I am aiming to lose unwanted fat safely","loss"
"I want to keep my fitness stable long term","maintain"
"I want to lose belly fat in a healthy way","loss"
"I want to get lean by losing waist fat in a healthy way","loss"
"I want to maintain my health as it is","maintain"
"Looking to add overall mass in a healthy way","gain"
"Trying to build weight for strength","gain"
"Need to burn fat over time","loss"
"I am aiming to lose extra kilos","loss"
"Trying to reduce belly fat over time","loss"
"I am aiming to increase healthy weight in a healthy way","gain"
"I want to get lean by losing calories over time","loss"
"I want to keep my physique stable as it is","maintain"
"I am aiming to lose waist fat in a healthy way","loss"
"Focus is overall health","maintain"
"I want to grow my muscle mass naturally","gain"
"Need to increase muscle in a healthy way","gain"
"Planning to cut excess weight","loss"
"Need to increase weight for strength","gain"
"I want to lose extra kilos in a healthy way","loss"
"I am aiming to increase lean muscle naturally","gain"
"My goal is muscle gain and body mass naturally","gain"
"I am aiming to lose weight over time","loss"
"My goal is muscle gain and lean muscle","gain"
"I want to grow my healthy weight naturally","gain"
"Focus is overall fitness consistently","maintain"
"Focus is overall body condition long term","maintain"
"I want to grow my body mass naturally","gain"
"My goal is muscle gain and size for strength","gain"
"Looking to decrease extra kilos over time","loss"
"My aim is to preserve my health long term","maintain"
"I want to slim down by reducing waist fat safely","loss"
"Focus is overall present fitness level without weight change","maintain"
"I want to continue being current body consistently","maintain"
"Want to bulk up and gain overall mass for strength","gain"
"I want to lose waist fat over time","loss"
"I want to continue being current body without weight change","maintain"
"Need to burn belly fat","loss"
"I want to continue being overall wellness as it is","maintain"
"Trying to put on weight for strength","gain"
"I want to continue being physique long term","maintain"
"Want to bulk up and gain weight in a healthy way","gain"
"I want to get lean by losing body fat over time","loss"
"I want to keep my body condition stable long term","maintain"
"Need to increase size in a healthy way","gain"
"Trying to build muscle mass","gain"
"My goal is muscle gain and strength for strength","gain"
"Planning to cut waist fat safely","loss"
"I want to grow my overall mass","gain"
"Trying to build muscle mass in a healthy way","gain"
"My goal is to remain overall wellness long term","maintain"
"My aim is to preserve my fitness as it is","maintain"
"I want to slim down by reducing body fat in a healthy way","loss"
"I am aiming to lose excess weight in a healthy way","loss"
"Trying to reduce unwanted fat safely","loss"
"I want to keep my body condition stable","maintain"
"Trying to put on size for strength","gain"
"Need to increase healthy weight","gain"
"Just trying to stay fitness as it is","maintain"
"I want to gain weight in a healthy way","gain"
"Looking to decrease body fat","loss"
"Planning to cut waist fat safely","loss"
"My goal is muscle gain and muscle mass","gain"
"I am aiming to lose weight in a healthy way","loss"
"My aim is to preserve my present fitness level long term","maintain"
"Planning to cut belly fat naturally","loss"
"Focus is overall weight long term","maintain"
"My goal is muscle gain and muscle mass in a healthy way","gain"
"I want to maintain my fitness","maintain"
"Trying to drop calories over time","loss"
"I want to get lean by losing belly fat over time","loss"
"I want to keep my physique stable without weight change","maintain"
"No weight change, just weight as it is","maintain"
"Trying to drop excess weight","loss"
"I want to lose extra kilos in a healthy way","loss"
"I want to slim down by reducing overall body fat safely","loss"
"Trying to reduce excess weight","loss"
"No weight change, just overall wellness long term","maintain"
"Trying to stay in overall wellness consistently","maintain"
"I want to grow my weight in a healthy way","gain"
"I want to slim down by reducing overall body fat safely","loss"
"Trying to put on overall mass in a healthy way","gain"
"Looking to decrease fat naturally","loss"
"Need to increase size in a healthy way","gain"
"I am aiming to increase lean muscle for gym training","gain"
"My goal is to remain body condition long term","maintain"
"Trying to put on muscle mass","gain"
"Trying to drop body fat","loss"
"Trying to put on healthy weight for strength","gain"
"I want to maintain my overall wellness","maintain"
"Looking to decrease overall body fat in a healthy way","loss"
"I want to get lean by losing waist fat naturally","loss"
"My goal is fat loss and unwanted fat","loss"
"Need to increase muscle mass naturally","gain"
"Trying to reduce extra kilos over time","loss"
"Need to burn waist fat safely","loss"
"Planning to cut extra kilos over time","loss"
"Looking to add healthy weight for strength","gain"
"I am aiming to lose extra kilos safely","loss"
"No weight change, just physique long term","maintain"
"I want to slim down by reducing excess weight safely","loss"
"I want to lose overall body fat naturally","loss"
"No weight change, just body condition","maintain"
"I am aiming to lose extra kilos in a healthy way","loss"
"My goal is fat loss and weight over time","loss"
"I want to slim down by reducing weight safely","loss"
"I want to get lean by losing unwanted fat","loss"
"My aim is to preserve my body condition","maintain"
"My aim is to preserve my body condition long term","maintain"
"Trying to build size","gain"
"No weight change, just physique consistently","maintain"
"I am aiming to lose overall body fat in a healthy way","loss"
"Planning to cut fat","loss"
"Trying to put on lean muscle for gym training","gain"
"I want to get lean by losing extra kilos","loss"
"I want to keep my weight stable consistently","maintain"
"I want to continue being body condition as it is","maintain"
"Just trying to stay shape without weight change","maintain"
"My goal is fat loss and belly fat","loss"
"I am aiming to increase weight naturally","gain"
"My goal is muscle gain and lean muscle in a healthy way","gain"
"Trying to build healthy weight in a healthy way","gain"
"Trying to put on body mass for strength","gain"
"I want to grow my lean muscle in a healthy way","gain"
"Trying to drop excess weight in a healthy way","loss"
"I want to continue being health as it is","maintain"
"Planning to cut waist fat in a healthy way","loss"
"Trying to build muscle","gain"
"Trying to put on overall mass in a healthy way","gain"
"I want to lose extra kilos over time","loss"
"Trying to drop body fat naturally","loss"
"Looking to decrease weight safely","loss"
"I want to continue being weight consistently","maintain"
"I want to continue being current body without weight change","maintain"
"Need to burn overall body fat naturally","loss"
"Focus is overall overall wellness consistently","maintain"
"I am aiming to increase healthy weight naturally","gain"
"I am aiming to increase body mass for gym training","gain"
"Trying to build overall mass for gym training","gain"
"Looking to decrease unwanted fat","loss"
"Looking to decrease extra kilos safely","loss"
"I am aiming to increase healthy weight for strength","gain"
"I want to gain lean muscle for gym training","gain"
"Looking to decrease unwanted fat in a healthy way","loss"
"My goal is to remain fitness as it is","maintain"
"Looking to decrease calories over time","loss"
"I want to lose excess weight naturally","loss"
"I want to gain lean muscle for strength","gain"
"Trying to drop extra kilos","loss"
"I want to get lean by losing overall body fat naturally","loss"
"My goal is fat loss and belly fat naturally","loss"
"Focus is overall physique consistently","maintain"
"Just trying to stay health long term","maintain"
"I want to slim down by reducing weight","loss"
"Just trying to stay health without weight change","maintain"
"I want to get lean by losing calories safely","loss"
"Trying to put on size for gym training","gain"
"I am aiming to increase muscle","gain"
"Looking to decrease calories safely","loss"
"Trying to drop fat in a healthy way","loss"
"Trying to stay in shape as it is","maintain"
"Trying to stay in weight","maintain"
"Just trying to stay current body without weight change","maintain"
"I am aiming to increase size for strength","gain"
"I want to continue being physique without weight change","maintain"
"I want to slim down by reducing belly fat naturally","loss"
"Trying to drop excess weight over time","loss"
"My aim is to preserve my fitness long term","maintain"
"Trying to reduce overall body fat naturally","loss"
"Trying to drop body fat naturally","loss"
"My aim is to preserve my health consistently","maintain"
"Trying to reduce overall body fat over time","loss"
"I want to gain overall mass","gain"
"I want to keep my current body stable","maintain"
"Looking to add healthy weight","gain"
"I want to continue being physique as it is","maintain"
"Trying to put on muscle mass","gain"
"I want to grow my lean muscle for strength","gain"
"Trying to drop calories in a healthy way","loss"
"Trying to put on body mass","gain"
"No weight change, just body condition","maintain"
"I want to slim down by reducing overall body fat over time","loss"
"I want to grow my lean muscle for strength","gain"
"Looking to decrease extra kilos naturally","loss"
"I want to keep my health stable long term","maintain"
"I want to slim down by reducing belly fat naturally","loss"
"My goal is to remain fitness","maintain"
"Focus is overall health","maintain"
"I want to grow my weight for strength","gain"
"Trying to build lean muscle","gain"
"Planning to cut waist fat","loss"
"Trying to reduce excess weight in a healthy way","loss"
"Just trying to stay weight long term","maintain"
"Looking to decrease calories","loss"
"Trying to build weight for gym training","gain"
"My aim is to preserve my current body","maintain"
"Need to increase healthy weight naturally","gain"
"Planning to cut extra kilos naturally","loss"
"Need to burn waist fat naturally","loss"
"My goal is muscle gain and weight for gym training","gain"
"My goal is to remain shape without weight change","maintain"
"I am aiming to increase body mass for gym training","gain"
"My goal is muscle gain and muscle mass for strength","gain"
"Trying to stay in fitness as it is","maintain"
"Need to burn waist fat","loss"
"Trying to reduce belly fat safely","loss"
"I want to lose overall body fat safely","loss"
"I want to grow my body mass for gym training","gain"
"Just trying to stay overall wellness long term","maintain"
"Trying to reduce excess weight","loss"
"I want to gain size for gym training","gain"
"Want to bulk up and gain body mass for strength","gain"
"Trying to drop calories over time","loss"
"I am aiming to increase weight in a healthy way","gain"
"I want to keep my overall wellness stable long term","maintain"
"I want to continue being shape long term","maintain"
"I want to maintain my current body","maintain"
"Need to increase body mass","gain"
"Planning to cut fat in a healthy way","loss"
"Just trying to stay physique as it is","maintain"
"I want to continue being current body without weight change","maintain"
"Trying to drop waist fat naturally","loss"
"Looking to add overall mass for gym training","gain"
"Trying to put on weight","gain"
"Trying to stay in current body long term","maintain"
"Trying to put on muscle mass in a healthy way","gain"
"My aim is to preserve my present fitness level as it is","maintain"
"I want to maintain my body condition without weight change","maintain"
"Trying to put on muscle mass","gain"
"Focus is overall body condition long term","maintain"
"I want to get lean by losing waist fat naturally","loss"
